web-scraper-order,web-scraper-start-url,Aire320,Aire320-href,Aircraft,Aircraft-href,RealArrivalTime
"1709744596-21","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","AVA9726","https://www.flightaware.com/live/flight/id/AVA9726-1709570865-schedule-1043p%3a0","0h 44m"
"1709744603-22","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","TAP455","https://www.flightaware.com/live/flight/id/TAP455-1709567823-schedule-64p%3a0","1h 50m"
"1709744608-23","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","LPE2111","https://www.flightaware.com/live/flight/id/LPE2111-1709570865-schedule-945p%3a0","1h 15m"
"1709744613-24","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","EIN174","https://www.flightaware.com/live/flight/id/EIN174-1709570866-schedule-1053p%3a0","1h 00m"
"1709744618-25","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","EZY8407","https://www.flightaware.com/live/flight/id/EZY8407-1709570866-schedule-1109p%3a0","1h 15m"
"1709744624-26","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","EWG4PY","https://www.flightaware.com/live/flight/id/EWG4PY-1709743709-adhoc-302p%3a0","2h 03m"
"1709744631-27","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","THY2612","https://www.flightaware.com/live/flight/id/THY2612-1709570866-schedule-1462p%3a0","1h 35m"
"1709744637-28","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","AIC605","https://www.flightaware.com/live/flight/id/AIC605-1709567823-schedule-354p%3a0","1h 50m"
"1709744643-29","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","BAW808","https://www.flightaware.com/live/flight/id/BAW808-1709568378-airline-5770p%3a0","1h 55m"
"1709744648-30","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","DLH194","https://www.flightaware.com/live/flight/id/DLH194-1709570866-schedule-1326p%3a0","0h 50m"
"1709744654-31","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","LPE2320","https://www.flightaware.com/live/flight/id/LPE2320-1709570865-schedule-1030p%3a0","0h 47m"
"1709744659-32","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","SAS1020","https://www.flightaware.com/live/flight/id/SAS1020-1709571801-schedule-1544p%3a0","0h 50m"
"1709744664-33","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","BAW1449","https://www.flightaware.com/live/flight/id/BAW1449-1709562932-schedule-496p%3a0","1h 05m"
"1709744669-34","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","NKS1619","https://www.flightaware.com/live/flight/id/NKS1619-1709571800-schedule-1819p%3a0","2h 06m"
"1709744675-35","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","TAM3927","https://www.flightaware.com/live/flight/id/TAM3927-1709571800-schedule-1983p%3a0","0h 45m"
"1709744681-36","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","DAL676","https://www.flightaware.com/live/flight/id/DAL676-1709529166-fa-298p%3a0","2h 06m"
"1709744690-37","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","ANZ582","https://www.flightaware.com/live/flight/id/ANZ582-1709570867-schedule-1180p%3a10","1h 05m"
"1709744698-38","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","VLG3916","https://www.flightaware.com/live/flight/id/VLG3916-1709570866-schedule-1332p%3a0","0h 30m"
"1709744704-39","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","QTR630","https://www.flightaware.com/live/flight/id/QTR630-1709570866-schedule-1465p%3a0","3h 10m"
"1709744709-40","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","LBT613","https://www.flightaware.com/live/flight/id/LBT613-1709570866-schedule-1294p%3a0","1h 26m"
