Aircraft,Flight Type,Origin,Destination,Departure Time,Arrival Time,Estimated Arrival Time,RealArrivalTime
ARE4176,A320,El Dorado Int'l (BOG / SKBO),Palonegro (BGA / SKBG),Tue 04:24PM -05,Tue 04:55PM -05,00:13:00,0h 43m
AUA220,A320,Frankfurt Int'l (FRA / EDDF),Vienna Int'l (Schwechat) (VIE / LOWW),Tue 10:26PM CET,Tue 11:16PM CET,00:56:00,1h 00m
AVA9552,A320,El Dorado Int'l (BOG / SKBO),Rafael Nunez Int'l (CTG / SKCG),Tue 04:28PM -05,Tue 05:43PM -05,01:15:00,1h 15m
AVA9776,A320,El Dorado Int'l (BOG / SKBO),Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),Tue 04:29PM -05,Tue 05:57PM -05,01:52:00,1h 54m
AZU2700,A320,Viracopos Int'l (VCP / SBKP),Campo Grande Int'l (CGR / SBCG),Tue 06:25PM -03,Tue 06:46PM -04,01:18:00,1h 40m
AZU4555,A320,Sinop (OPS / SBSI),Viracopos Int'l (VCP / SBKP),Tue 05:24PM -04,Tue 08:28PM -03,01:57:00,2h 20m
CRK764,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Hong Kong Int'l (HKG / VHHH),Wed 04:24AM +07,Wed 07:31AM HKT,02:25:00,2h 25m
DAL715,A320,Minneapolis/St Paul Intl (KMSP),Chicago O'Hare Intl (KORD),Tue 03:26PM CST,Tue 04:21PM CST,00:55:00,1h 10m
DLH1682,A320,Munich Int'l (MUC / EDDM),Budapest Ferenc Liszt International Airport (BUD / LHBP),Tue 10:26PM CET,Tue 11:15PM CET,00:55:00,0h 55m
EZY318,A320,London Stansted (STN / EGSS),Edinburgh (EDI / EGPH),Tue 09:25PM GMT,Tue 10:18PM GMT,00:48:00,1h 15m
EZY340,A320,Birmingham Int'l (BHX / EGBB),Edinburgh (EDI / EGPH),Tue 09:24PM GMT,Tue 10:19PM GMT,00:39:00,1h 05m
EZY7756,A320,Madeira Int'l (Funchal) (FNC / LPMA),Porto / Oporto (OPO / LPPR),Tue 09:28PM WET,Tue 10:59PM WET,01:31:00,2h 00m
FAD764,A320,Cairo Int'l (CAI / HECA),King Abdulaziz Int'l (JED / OEJN),Tue 11:27PM EET,Wed 02:05AM +03,01:55:00,1h 55m
GXA6135,A320,Boeing Field Intl (KBFI),El Paso Intl (KELP),Tue 01:29PM PST,Tue 05:15PM MST,02:45:00,2h 52m
IBE442,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Bilbao (BIO / LEBB),Tue 10:28PM CET,Tue 11:13PM CET,00:45:00,0h 45m
IGO1027,A320,Rajiv Gandhi Int'l (HYD / VOHS),Singapore Changi (SIN / WSSS),Wed 02:55AM IST,Wed 09:34AM +08,04:30:00,4h 20m
IYE611,A320,Cairo Int'l (CAI / HECA),Aden Int'l (ADE / OYAA),Tue 11:24PM EET,Wed 03:34AM +03,03:10:00,3h 10m
JST759,A320,Brisbane (BNE / YBBN),Hobart Int'l (HBA / YMHB),Wed 07:25AM AEST,Wed 10:44AM AEDT,02:19:00,2h 20m
JZR735,A320,Kuwait Int'l (KWI / OKKK),Cairo Int'l (CAI / HECA),Wed 12:29AM +03,Wed 02:14AM EET,02:45:00,2h 45m
LAP1301,A320,Silvio Pettirossi Int'l (ASU / SGAS),São Paulo-Guarulhos Int'l (GRU / SBGR),Tue 06:25PM -03,Tue 08:15PM -03,01:50:00,1h 50m
LPE2145,A320,Jorge Chávez Int'l (LIM / SPJC),Capitan FAP Carlos Martinez de Pinillos (TRU / SPRU),Tue 04:26PM -05,Tue 05:21PM -05,00:55:00,0h 55m
LPE2411,A320,Jose Marti Int'l (HAV / MUHA),Jorge Chávez Int'l (LIM / SPJC),Tue 04:28PM CST,Tue 09:30PM -05,05:05:00,5h 05m
NKS2090,A320,Fort Lauderdale Intl (KFLL),Detroit Metro Wayne Co (KDTW),Tue 04:24PM EST,Tue 06:50PM EST,02:35:00,2h 49m
ROU1872,A320,Guanacaste (LIR / MRLB),Toronto Pearson Int'l (CYYZ),Tue 03:27PM CST,Tue 09:10PM EST,05:05:00,5h 25m
SIF714,A320,Jinnah Int'l (KHI / OPKC),King Abdulaziz Int'l (JED / OEJN),Wed 02:26AM PKT,Wed 04:26AM +03,04:00:00,3h 54m
SVA1002,A320,King Abdulaziz Int'l (JED / OEJN),King Khalid Int'l (RUH / OERK),Wed 12:24AM +03,Wed 01:48AM +03,01:25:00,1h 54m
TAI539,A320,Ramon Villeda Morales Int'l (SAP / MHLM),El Salvador Int'l (SAL / MSLP),Tue 03:26PM CST,Tue 03:46PM CST,00:20:00,0h 40m
UAL1095,A320,Roberts Fld (KRDM),Denver Intl (KDEN),Tue 01:25PM PST,Tue 04:16PM MST,01:55:00,1h 42m
VIV2134,A320,Cancun Int'l (CUN / MMUN),Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Tue 04:29PM EST,Tue 06:19PM CST,02:50:00,2h 40m
VIV9066,A320,Del Bajio Guanajuato Int'l (BJX / MMLO),Abraham Gonzalez Int'l (CJS / MMCS),Tue 03:29PM CST,Tue 05:19PM CST,01:50:00,1h 50m
VLG3066,A320,Malaga (AGP / LEMG),Gran Canaria Int'l (LPA / GCLP),Tue 10:26PM CET,Tue 11:22PM WET,02:05:00,2h 05m
AAL1571,A320,John Glenn Columbus Intl Airport (KCMH),Charlotte/Douglas Intl (KCLT),Tue 04:27PM EST,Tue 05:23PM EST,00:54:00,1h 25m
TAM3760,A320,Presidente Juscelino Kubitschek Int'l (BSB / SBBR),Zumbi dos Palmares (Campo dos Palmares) (MCZ / SBMO),Tue 06:16PM -03,Tue 08:25PM -03,02:00:00,2h 15m
EZY3530,A320,Palese Macchie (BRI / LIBD),Malpensa Int'l (MXP / LIMC),Tue 10:16PM CET,Tue 11:37PM CET,01:19:00,1h 35m
NKS1148,A320,Orlando Intl (KMCO),Charlotte/Douglas Intl (KCLT),Tue 04:16PM EST,Tue 05:23PM EST,01:14:00,1h 25m
ANZ417,A320,Auckland (AKL / NZAA),Wellington Int'l (WLG / NZWN),Wed 10:16AM NZDT,Wed 11:06AM NZDT,00:59:00,1h 10m
WMT3762,A320,Bologna (Guglielmo Marconi) (BLQ / LIPE),Craiova (CRA / LRCV),Tue 10:17PM CET,Wed 12:55AM EET,01:40:00,2h 05m
AEE121,A320,"Thessaloniki Int'l, Makedonia (SKG / LGTS)","Athens Int'l, Eleftherios Venizelos (ATH / LGAV)",Wed 06:13PM EET,Wed 06:50PM EET,00:36:00,0h 47m
AFR1185,A320,Tunis-Carthage Int'l (TUN / DTTA),Charles de Gaulle/Roissy (CDG / LFPG),Wed 05:13PM CET,Wed 07:19PM CET,02:19:00,2h 35m
ALK172,A320,Bengaluru Int'l (BLR / VOBL),Bandaranaike Int'l (CMB / VCBI),Wed 09:45PM IST,Wed 10:55PM +0530,01:10:00,1h 25m
AVA8590,A320,El Dorado Int'l (BOG / SKBO),Almirante Padilla (RCH / SKRH),Wed 11:13AM -05,Wed 12:29PM -05,01:16:00,1h 36m
AWQ109,A320,Penang Int'l (PEN / WMKP),Kuala Namu International (KNO / WIMM),Thu 12:13AM +08,Wed 11:43PM WIB,00:30:00,0h 30m
AZU2835,A320,São Paulo-Guarulhos Int'l (GRU / SBGR),Marechal Rondon (CGB / SBCY),Wed 01:12PM -03,Wed 02:03PM -04,01:51:00,2h 14m
BAW368,A320,London Heathrow (LHR / EGLL),Marseille Provence (MRS / LFML),Wed 04:14PM GMT,Wed 06:49PM CET,01:35:00,2h 03m
BAW866,A320,London Heathrow (LHR / EGLL),Budapest Ferenc Liszt International Airport (BUD / LHBP),Wed 04:13PM GMT,Wed 07:23PM CET,02:23:00,2h 42m
BAW905,A320,Frankfurt Int'l (FRA / EDDF),London Heathrow (LHR / EGLL),Wed 05:13PM CET,Wed 05:16PM GMT,01:14:00,1h 31m
BNL103,A320,Benina Int'l (BEN / HLLB),Tunis-Carthage Int'l (TUN / DTTA),Wed 06:14PM EET,Wed 06:44PM CET,01:30:00,1h 30m
CES2830,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Nanjing Lukou Int'l (NKG / ZSNJ),Thu 12:13AM CST,Thu 01:42AM CST,01:29:00,1h 51m
DLH1679,A320,Budapest Ferenc Liszt International Airport (BUD / LHBP),Munich Int'l (MUC / EDDM),Wed 05:14PM CET,Wed 06:09PM CET,00:55:00,1h 10m
EJU1746,A320,Brussels (BRU / EBBR),Nice Cote d'Azur (NCE / LFMN),Wed 05:14PM CET,Wed 06:39PM CET,01:25:00,1h 31m
EJU7666,A320,Madeira Int'l (Funchal) (FNC / LPMA),General Humberto Delgado Airport (LIS / LPPT),Wed 04:13PM WET,Wed 05:27PM WET,01:14:00,1h 26m
EZY1568,A320,Budapest Ferenc Liszt International Airport (BUD / LHBP),Geneva Cointrin Int'l (GVA / LSGG),Wed 05:13PM CET,Wed 06:40PM CET,01:27:00,1h 11m
EZY533,A320,Liverpool John Lennon (LPL / EGGP),George Best Belfast City (BHD / EGAC),Wed 04:13PM GMT,Wed 04:46PM GMT,00:32:00,0h 47m
EZY8404,A320,Charles de Gaulle/Roissy (CDG / LFPG),London Gatwick (LGW / EGKK),Wed 05:12PM CET,Wed 04:42PM GMT,00:30:00,0h 40m
GBB212,A320,King Shaka Int'l (DUR / FALE),OR Tambo Int'l (JNB / FAOR),Wed 06:13PM SAST,Wed 07:00PM SAST,00:45:00,1h 05m
JBU953,A320,John F Kennedy Intl (KJFK),Palm Beach Intl (KPBI),Wed 11:12AM EST,Wed 01:48PM EST,02:51:00,2h 37m
NKS3666,A320,New Orleans Intl (KMSY),Detroit Metro Wayne Co (KDTW),Wed 10:12AM CST,Wed 01:02PM EST,02:01:00,2h 22m
SAA422,A320,Port Elizabeth (PLZ / FAPE),OR Tambo Int'l (JNB / FAOR),Wed 06:15PM SAST,Wed 07:30PM SAST,01:15:00,1h 34m
UAL2180,A320,Los Cabos Int'l (SJD / MMSD),Houston Bush Int'ctl (KIAH),Wed 09:14AM MST,Wed 12:27PM CST,02:13:00,2h 33m
VTI864,A320,Bengaluru Int'l (BLR / VOBL),Chatrapati Shivaji Int'l (BOM / VABB),Wed 09:43PM IST,Wed 10:58PM IST,01:15:00,1h 35m
WMT4809,A320,Rinas Mother Teresa (TIA / LATI),Treviso (Sant'Angelo) (TSF / LIPH),Wed 05:15PM CET,Wed 06:40PM CET,01:25:00,1h 25m
AAL2325,A320,Charlotte/Douglas Intl (KCLT),Pensacola Intl (KPNS),Wed 11:40AM EST,Wed 11:56AM CST,01:16:00,1h 42m
AAY948,A320,General Downing - Peoria Intl (KPIA),Punta Gorda (KPGD),Wed 10:40AM CST,Wed 01:58PM EST,02:18:00,2h 49m
AIQ787,A320,Macau Int'l (MFM / VMMC),Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Thu 12:37AM CST,Thu 02:12AM +07,02:35:00,2h 35m
ARE4269,A320,Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),El Dorado Int'l (BOG / SKBO),Wed 11:39AM -05,Wed 01:18PM -05,01:42:00,2h 02m
AUA115,A320,Vienna Int'l (Schwechat) (VIE / LOWW),Munich Int'l (MUC / EDDM),Wed 05:39PM CET,Wed 06:19PM CET,00:40:00,1h 00m
AUA304,A320,Copenhagen (CPH / EKCH),Vienna Int'l (Schwechat) (VIE / LOWW),Wed 05:40PM CET,Wed 07:05PM CET,01:25:00,1h 52m
AUA375,A320,Vienna Int'l (Schwechat) (VIE / LOWW),Amsterdam Schiphol (AMS / EHAM),Wed 05:40PM CET,Wed 07:15PM CET,01:35:00,1h 45m
AVA50,A320,Jorge Chávez Int'l (LIM / SPJC),El Dorado Int'l (BOG / SKBO),Wed 11:40AM -05,Wed 01:43PM -05,02:03:00,3h 26m
AVA8515,A320,El Dorado Int'l (BOG / SKBO),Matecana Int'l (PEI / SKPE),Wed 11:37AM -05,Wed 11:53AM -05,00:39:00,0h 59m
AVA9481,A320,Palonegro (BGA / SKBG),El Dorado Int'l (BOG / SKBO),Wed 11:37AM -05,Wed 12:22PM -05,00:45:00,1h 06m
BAW480,A320,London Heathrow (LHR / EGLL),Barcelona Int'l (BCN / LEBL),Wed 04:38PM GMT,Wed 07:14PM CET,01:54:00,2h 08m
CSZ9005,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Suvarnabhumi Bangkok Int'l (BKK / VTBS),Thu 12:39AM CST,Thu 02:11AM +07,02:32:00,2h 34m
DAL1078,A320,Minneapolis/St Paul Intl (KMSP),Valley Intl (KHRL),Wed 10:38AM CST,Wed 01:24PM CST,02:46:00,3h 09m
DAL1626,A320,Minneapolis/St Paul Intl (KMSP),New Orleans Intl (KMSY),Wed 10:37AM CST,Wed 12:44PM CST,02:12:00,2h 34m
DAL2363,A320,Dallas-Fort Worth Intl (KDFW),Hartsfield-Jackson Intl (KATL),Wed 10:38AM CST,Wed 01:13PM EST,01:35:00,2h 10m
DLH84,A320,Frankfurt Int'l (FRA / EDDF),Dusseldorf Int'l (DUS / EDDL),Wed 05:38PM CET,Wed 06:03PM CET,00:25:00,0h 40m
EJU3517,A320,Malpensa Int'l (MXP / LIMC),Casale (BDS / LIBR),Wed 05:39PM CET,Wed 06:55PM CET,01:16:00,1h 26m
ETD283,A320,Cochin Int'l (Kochi Int'l) (COK / VOCI),Abu Dhabi Int'l (AUH / OMAA),Wed 10:09PM IST,Thu 12:32AM +04,03:53:00,4h 14m
EZS1465,A320,Geneva Cointrin Int'l (GVA / LSGG),General Humberto Delgado Airport (LIS / LPPT),Wed 05:41PM CET,Wed 06:46PM WET,02:05:00,2h 15m
EZY4057,A320,Marco Polo Int'l (Marco Polo Venice) (VCE / LIPZ),Bristol Int'l (BRS / EGGD),Wed 05:38PM CET,Wed 06:27PM GMT,01:49:00,1h 59m
EZY821,A320,London Gatwick (LGW / EGKK),Belfast Int'l (BFS / EGAA),Wed 04:38PM GMT,Wed 05:39PM GMT,01:01:00,1h 18m
GFA63,A320,Thiruvananthapuram Int'l (TRV / VOTV),Bahrain Int'l (BAH / OBBI),Wed 10:10PM IST,Thu 12:05AM +03,04:25:00,4h 50m
GLG1682,A320,Jose Joaquin de Olmedo Int'l (GYE / SEGU),San Cristobal (SCY / SEST),Wed 11:39AM -05,Wed 12:10PM -06,01:31:00,1h 52m
IAD1132,A320,Bengaluru Int'l (BLR / VOBL),Cochin Int'l (Kochi Int'l) (COK / VOCI),Wed 10:08PM IST,Wed 10:53PM IST,00:45:00,0h 55m
ITY1733,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Catania-Fontanarossa Airport (CTA / LICC),Wed 05:40PM CET,Wed 06:35PM CET,00:55:00,1h 20m
JBU1135,A320,Cyril E King (STT / TIST),Luis Munoz Marin Intl (SJU / TJSJ),Wed 12:39PM AST,Wed 01:18PM AST,00:39:00,1h 00m
MSC469,A320,Cairo Int'l (CAI / HECA),King Khalid Int'l (RUH / OERK),Wed 06:38PM EET,Wed 10:03PM +03,02:25:00,2h 35m
NKS266,A320,Los Angeles Intl (KLAX),Philadelphia Intl (KPHL),Wed 08:39AM PST,Wed 04:07PM EST,04:33:00,4h 53m
NKS286,A320,Cancun Int'l (CUN / MMUN),Detroit Metro Wayne Co (KDTW),Wed 11:38AM EST,Wed 02:40PM EST,03:14:00,3h 35m
PIC6523,A320,Tan Son Nhat Int'l (SGN / VVTS),Phu Quoc International (PQC / VVPQ),Wed 11:39PM +07,Thu 12:24AM +07,00:45:00,0h 55m
TAM3650,A320,São Paulo-Congonhas (CGH / SBSP),Goiabeiras (VIX / SBVT),Wed 01:39PM -03,Wed 02:49PM -03,01:10:00,1h 20m
TAP436,A320,General Humberto Delgado Airport (LIS / LPPT),Paris Orly (ORY / LFPO),Wed 04:38PM WET,Wed 07:48PM CET,02:10:00,2h 23m
VIV112,A320,Lic. Benito Juarez Int'l (MEX / MMMX),Harry Reid Intl (KLAS),Wed 10:37AM CST,Wed 12:25PM PST,03:45:00,3h 58m
VIV3144,A320,Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Angel Albino Corzo Int'l (TGZ / MMTG),Wed 10:38AM CST,Wed 12:18PM CST,01:40:00,1h 57m
VLG8472,A320,Valencia (VLC / LEVC),London Gatwick (LGW / EGKK),Wed 05:41PM CET,Wed 06:51PM GMT,02:10:00,2h 20m
VTI565,A320,Chatrapati Shivaji Int'l (BOM / VABB),Jaipur (Sanganer) (JAI / VIJP),Wed 10:08PM IST,Wed 11:43PM IST,01:35:00,2h 02m
WMT3771,A320,Sibiu Int'l (SBZ / LRSB),London Luton (LTN / EGGW),Wed 06:38PM EET,Wed 07:35PM GMT,02:50:00,2h 57m
WZZ4377,A320,Sofia Airport (SOF / LBSF),Copenhagen (CPH / EKCH),Wed 06:40PM EET,Wed 08:20PM CET,02:40:00,2h 45m
EZY8407,A320,London Gatwick (LGW / EGKK),Charles de Gaulle/Roissy (CDG / LFPG),Wed 04:58PM GMT,Wed 06:46PM CET,00:48:00,1h 15m
FAD143,A320,King Khalid Int'l (RUH / OERK),King Abdulaziz Int'l (JED / OEJN),Wed 07:56PM +03,Wed 09:31PM +03,01:35:00,1h 35m
FAD508,A320,Dubai Int'l (DXB / OMDB),King Khalid Int'l (RUH / OERK),Wed 08:56PM +04,Wed 09:35PM +03,01:35:00,1h 35m
FIN456,A320,Oulu (OUL / EFOU),Helsinki-Vantaa (HEL / EFHK),Wed 06:56PM EET,Wed 07:37PM EET,00:45:00,0h 45m
HKE765,A320,Phuket Int'l (HKT / VTSP),Hong Kong Int'l (HKG / VHHH),Wed 11:56PM +07,Thu 03:49AM HKT,03:05:00,3h 05m
IAD558,A320,Bengaluru Int'l (BLR / VOBL),Netaji Subhash Chandra Bose Int'l (CCU / VECC),Wed 10:27PM IST,Thu 12:22AM IST,01:55:00,2h 10m
LBT613,A320,Bologna (Guglielmo Marconi) (BLQ / LIPE),Tunis-Carthage Int'l (TUN / DTTA),Wed 05:59PM CET,Wed 07:19PM CET,01:20:00,1h 26m
LPE2111,A320,Jorge Chávez Int'l (LIM / SPJC),Rodriguez Ballon Int'l (AQP / SPQU),Wed 11:57AM -05,Wed 01:12PM -05,01:15:00,1h 15m
LPE2320,A320,Subteniente FAP Alejandro Velasco Astete Int'l (CUZ / SPZO),Padre Jose de Aldamiz Int'l (PEM / SPTU),Wed 11:58AM -05,Wed 12:35PM -05,00:40:00,0h 47m
NKS1619,A320,Pittsburgh Intl (KPIT),Orlando Intl (KMCO),Wed 11:58AM EST,Wed 01:58PM EST,02:00:00,2h 06m
QTR630,A320,Hamad Int'l (DOH / OTHH),Sialkot Int'l (SKT / OPST),Wed 07:59PM +03,Thu 01:14AM PKT,03:15:00,3h 10m
SAS1020,A320,Stockholm-Arlanda (ARN / ESSA),Skelleftea (SFT / ESNS),Wed 05:58PM CET,Wed 06:48PM CET,00:50:00,0h 50m
TAM3927,A320,Afonso Pena Int'l (CWB / SBCT),São Paulo-Congonhas (CGH / SBSP),Wed 01:58PM -03,Wed 02:43PM -03,00:45:00,0h 45m
TAP455,A320,Paris Orly (ORY / LFPO),Porto / Oporto (OPO / LPPR),Wed 05:57PM CET,Wed 06:50PM WET,01:53:00,1h 50m
THY1845,A320,Istanbul Airport (IST / LTFM),"Athens Int'l, Eleftherios Venizelos (ATH / LGAV)",Wed 07:57PM +03,Wed 08:05PM EET,01:10:00,1h 10m
THY2612,A320,Istanbul Airport (IST / LTFM),Diyarbakir (DIY / LTCC),Wed 07:58PM +03,Wed 09:33PM +03,01:35:00,1h 35m
UAL2120,A320,Denver Intl (KDEN),New Orleans Intl (KMSY),Wed 09:56AM MST,Wed 12:59PM CST,02:03:00,2h 39m
VLG3916,A320,Barcelona Int'l (BCN / LEBL),Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Wed 05:58PM CET,Wed 06:32PM CET,00:33:00,0h 30m
WAL522,A320,Miami Intl (KMIA),Ignacio Agramonte Int'l (CMW / MUCM),Wed 11:57AM EST,Wed 12:47PM CST,00:50:00,0h 50m
AFL1234,A320,Sheremetyevo Int'l (SVO / UUEE),Ufa Int'l (UFA / UWUU),Thu 11:54AM MSK,Thu 03:15PM +05,01:36:00,1h 31m
AFL1386,A320,Near Nizhny Novgorod,,Thu 11:53AM MSK,,,0h 05m
AIQ3017,A320,Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Phuket Int'l (HKT / VTSP),Thu 03:53PM +07,Thu 05:08PM +07,01:15:00,1h 20m
AXM239,A320,Kota Kinabalu Int'l (BKI / WBKK),Hong Kong Int'l (HKG / VHHH),Thu 04:54PM +08,Thu 07:44PM HKT,02:50:00,2h 51m
AXM385,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Kuala Lumpur Int'l (KUL / WMKK),Thu 03:55PM WIB,Thu 06:45PM +08,01:50:00,1h 50m
AXM5112,A320,Kuala Lumpur Int'l (KUL / WMKK),Kota Kinabalu Int'l (BKI / WBKK),Thu 04:54PM +08,Thu 07:09PM +08,02:15:00,2h 15m
CSC6796,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 04:54PM CST,Thu 07:06PM CST,02:12:00,2h 17m
CTV195,A320,Ngurah Rai/Bali Intl (DPS / WADD),Halim Perdanakusuma Int'l (HLP / WIHH),Thu 04:55PM WITA,Thu 05:25PM WIB,01:30:00,2h 00m
EWG7581,A320,Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Hamburg (HAM / EDDH),Thu 09:54AM CET,Thu 12:24PM CET,02:30:00,2h 40m
EZY2184,A320,Geneva Cointrin Int'l (GVA / LSGG),Manchester (MAN / EGCC),Thu 09:53AM CET,Thu 10:05AM GMT,01:12:00,1h 42m
EZY322,A320,Bristol Int'l (BRS / EGGD),Edinburgh (EDI / EGPH),Thu 08:53AM GMT,Thu 09:29AM GMT,00:36:00,0h 56m
OTC7771,A320,Changsha Huanghua Int'l (CSX / ZGHA),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 04:53PM CST,Thu 06:34PM CST,01:41:00,2h 05m
PGT1261,A320,Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Rotterdam (RTM / EHRD),Thu 11:55AM +03,Thu 01:15PM CET,03:30:00,3h 40m
VTI691,A320,Indira Gandhi Int'l (DEL / VIDP),Sri Guru Ram Dass Jee International Airport (ATQ / VIAR),Thu 02:24PM IST,Thu 03:14PM IST,00:50:00,1h 11m
VTI819,A320,Indira Gandhi Int'l (DEL / VIDP),Bengaluru Int'l (BLR / VOBL),Thu 02:23PM IST,Thu 04:46PM IST,02:25:00,2h 37m
XLE903,A320,Murtala Mohammed Int'l (LOS / DNMM),,Thu 09:53AM WAT,,,1h 50m
ABY624,A320,Sharjah Int'l (SHJ / OMSJ),Cairo Int'l (CAI / HECA),Thu 01:22PM +04,Thu 03:12PM EET,03:50:00,3h 53m
ADY730,A320,Abu Dhabi Int'l (AUH / OMAA),Heydar Aliyev Int'l (GYD / UBBB),Thu 01:23PM +04,Thu 04:13PM +04,02:50:00,2h 50m
AFR7304,A320,Charles de Gaulle/Roissy (CDG / LFPG),Nice Cote d'Azur (NCE / LFMN),Thu 10:22AM CET,Thu 11:33AM CET,01:11:00,1h 36m
APG777,A320,Manila Int'l (MNL / RPLL),Mactan-Cebu Int'l (CEB / RPVM),Thu 05:22PM PST,Thu 06:27PM PST,01:05:00,1h 05m
ARE4055,A320,El Dorado Int'l (BOG / SKBO),Alfonso Bonilla Aragon Int'l (CLO / SKCL),Thu 04:22AM -05,Thu 05:07AM -05,00:45:00,1h 05m
AWQ325,A320,Kuala Lumpur Int'l (KUL / WMKK),Juanda Int'l (SUB / WARR),Thu 05:22PM +08,Thu 06:52PM WIB,02:30:00,2h 30m
AXM6085,A320,Sultan Azlan Shah (IPH / WMKI),Senai Int'l (Sultan Ismail Int'l) (JHB / WMKJ),Thu 05:22PM +08,Thu 06:07PM +08,00:45:00,0h 45m
VLG8722,A320,Barcelona Int'l (BCN / LEBL),Dublin Int'l (DUB / EIDW),Thu 01:10PM CET,Thu 02:38PM GMT,02:28:00,2h 48m
CTV978,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Kuala Namu International (KNO / WIMM),Thu 04:22PM WIB,Thu 06:22PM WIB,02:00:00,2h 10m
EZY8638,A320,Munich Int'l (MUC / EDDM),London Gatwick (LGW / EGKK),Thu 10:22AM CET,Thu 10:39AM GMT,01:17:00,1h 47m
JJP517,A320,Narita Int'l (NRT / RJAA),Fukuoka (FUK / RJFF),Thu 06:22PM JST,Thu 08:27PM JST,02:05:00,2h 15m
LAO303,A320,Wattay Int'l (VTE / VLVT),Pakse (PKZ / VLPS),Thu 04:23PM +07,Thu 05:18PM +07,00:55:00,0h 55m
NWK1610,A320,Perth Int'l (PER / YPPH),Kalgoorlie-Boulder (KGI / YPKG),Thu 05:23PM AWST,Thu 06:09PM AWST,00:36:00,1h 10m
TAM3056,A320,São Paulo-Congonhas (CGH / SBSP),Afonso Pena Int'l (CWB / SBCT),Thu 06:23AM -03,Thu 07:08AM -03,00:45:00,0h 57m
VJC1831,A320,Tan Son Nhat Int'l (SGN / VVTS),Wattay Int'l (VTE / VLVT),Thu 04:22PM +07,Thu 05:47PM +07,01:25:00,1h 23m
ANA1272,A320,New Chitose (CTS / RJCC),Hiroshima (HIJ / RJOA),Thu 06:56PM JST,Thu 08:51PM JST,01:55:00,1h 55m
ANA387,A320,Tokyo Int'l (Haneda) (HND / RJTT),Miho Airfield (Yonago) (YGJ / RJOH),Thu 06:57PM JST,Thu 08:02PM JST,01:05:00,1h 05m
AVA9653,A320,Jose Maria Cordova Int'l (MDE / SKRG),El Dorado Int'l (BOG / SKBO),Thu 04:56AM -05,Thu 05:30AM -05,00:34:00,0h 43m
AVA9785,A320,Rafael Nunez Int'l (CTG / SKCG),El Dorado Int'l (BOG / SKBO),Thu 04:56AM -05,Thu 05:18AM -05,00:22:00,0h 57m
AWQ508,A320,Ngurah Rai/Bali Intl (DPS / WADD),Singapore Changi (SIN / WSSS),Thu 05:57PM WITA,Thu 08:27PM +08,02:30:00,2h 20m
AWQ647,A320,Komodo (LBJ / WATO),Ngurah Rai/Bali Intl (DPS / WADD),Thu 05:57PM WITA,Thu 06:47PM WITA,00:50:00,0h 50m
AXM1771,A320,Kuching Int'l (KCH / WBGG),Singapore Changi (SIN / WSSS),Thu 05:56PM +08,Thu 07:21PM +08,01:25:00,1h 15m
AXM5412,A320,Senai Int'l (Sultan Ismail Int'l) (JHB / WMKJ),Kuching Int'l (KCH / WBGG),Thu 05:57PM +08,Thu 07:02PM +08,01:05:00,1h 05m
AXM6183,A320,Miri (MYY / WBGR),Kuching Int'l (KCH / WBGG),Thu 05:57PM +08,Thu 06:37PM +08,00:40:00,0h 48m
BEL3751,A320,Brussels (BRU / EBBR),Valencia (VLC / LEVC),Thu 10:56AM CET,Thu 12:51PM CET,01:55:00,1h 55m
CES596,A320,Hong Kong Int'l (HKG / VHHH),Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 05:56PM HKT,Thu 07:43PM CST,01:47:00,2h 15m
CES6405,A320,Nanchang Changbei Int'l (KHN / ZSCN),Taiyuan Wusu (TYN / ZBYN),Thu 05:56PM CST,Thu 07:40PM CST,01:44:00,2h 05m
CSC6908,A320,Fuzhou Changle Int'l (FOC / ZSFZ),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 05:55PM CST,Thu 08:50PM CST,02:55:00,3h 10m
CSN3452,A320,Kunming Changshui Int'l (KMG / ZPPP),Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 05:56PM CST,Thu 07:33PM CST,01:37:00,1h 40m
